timestamp,location,vehicle_count,weather,average_speed_kmph
1655739812,Location_A,56,Foggy,46.81
1655739812,Location_B,483,Snowy,65.52
1655739812,Location_C,36,Sunny,63.18
1655739812,Location_D,92,Foggy,95.94
1655739812,Location_E,100,Rainy,53.96
1642665367,Location_A,332,Cloudy,51.82
1642665367,Location_B,396,Rainy,54.95
1642665367,Location_C,165,Sunny,41.82
1642665367,Location_D,458,Snowy,59.17
1642665367,Location_E,295,Foggy,30.41
1632148069,Location_A,202,Snowy,24.83
1632148069,Location_B,27,Foggy,22.07
1632148069,Location_C,235,Sunny,77.09
1632148069,Location_D,76,Snowy,73.17
1632148069,Location_E,243,Sunny,43.8
1671208112,Location_A,394,Sunny,43.69
1671208112,Location_B,206,Snowy,32.0
1671208112,Location_C,175,Cloudy,62.83
1671208112,Location_D,213,Snowy,73.62
1671208112,Location_E,185,Foggy,61.89
1624282040,Location_A,284,Sunny,60.36
1624282040,Location_B,210,Cloudy,81.48
1624282040,Location_C,438,Sunny,65.9
1624282040,Location_D,15,Foggy,49.8
1624282040,Location_E,177,Sunny,22.06
1658109737,Location_A,86,Cloudy,69.09
1658109737,Location_B,43,Foggy,44.66
1658109737,Location_C,353,Rainy,38.43
1658109737,Location_D,79,Sunny,40.79
1658109737,Location_E,2,Snowy,24.95
1644915426,Location_A,263,Cloudy,64.55
1644915426,Location_B,205,Snowy,46.61
1644915426,Location_C,282,Snowy,75.29
1644915426,Location_D,16,Cloudy,76.33
1644915426,Location_E,474,Snowy,32.7
1643520326,Location_A,125,Foggy,86.15
1643520326,Location_B,325,Foggy,68.54
1643520326,Location_C,75,Sunny,24.17
1643520326,Location_D,248,Cloudy,89.51
1643520326,Location_E,89,Snowy,45.26
1644578701,Location_A,92,Snowy,63.33
1644578701,Location_B,53,Sunny,30.2
1644578701,Location_C,398,Cloudy,23.53
1644578701,Location_D,48,Cloudy,49.4
1644578701,Location_E,467,Sunny,25.51
1638603772,Location_A,204,Sunny,46.05
1638603772,Location_B,75,Rainy,26.15
1638603772,Location_C,318,Foggy,34.32
1638603772,Location_D,130,Rainy,77.31
1638603772,Location_E,191,Snowy,79.67
1684212910,Location_A,445,Sunny,56.17
1684212910,Location_B,301,Sunny,45.64
1684212910,Location_C,352,Sunny,38.39
1684212910,Location_D,357,Rainy,35.54
1684212910,Location_E,142,Snowy,56.41
1642600122,Location_A,170,Snowy,70.73
1642600122,Location_B,333,Foggy,54.82
1642600122,Location_C,217,Snowy,55.49
1642600122,Location_D,287,Foggy,28.98
1642600122,Location_E,113,Foggy,41.14
1653384258,Location_A,490,Foggy,75.0
1653384258,Location_B,110,Rainy,25.2
1653384258,Location_C,13,Cloudy,39.77
1653384258,Location_D,103,Sunny,68.21
1653384258,Location_E,84,Cloudy,41.07
1653442274,Location_A,186,Rainy,87.95
1653442274,Location_B,496,Cloudy,38.45
1653442274,Location_C,359,Rainy,92.1
1653442274,Location_D,372,Rainy,92.98
1653442274,Location_E,160,Sunny,59.56
1615551726,Location_A,366,Snowy,97.88
1615551726,Location_B,325,Sunny,48.02
1615551726,Location_C,202,Snowy,71.58
1615551726,Location_D,202,Cloudy,89.19
1615551726,Location_E,194,Cloudy,78.5
1615442667,Location_A,422,Foggy,89.35
1615442667,Location_B,171,Cloudy,49.33
1615442667,Location_C,318,Foggy,69.31
1615442667,Location_D,272,Cloudy,91.28
1615442667,Location_E,246,Foggy,96.74
1675994192,Location_A,217,Rainy,25.77
1675994192,Location_B,158,Rainy,58.22
1675994192,Location_C,120,Foggy,75.31
1675994192,Location_D,460,Rainy,50.29
1675994192,Location_E,316,Rainy,64.15
1617761454,Location_A,219,Cloudy,33.03
1617761454,Location_B,307,Foggy,43.03
1617761454,Location_C,495,Cloudy,99.74
1617761454,Location_D,144,Foggy,67.47
1617761454,Location_E,332,Cloudy,95.75
1613441857,Location_A,145,Foggy,65.71
1613441857,Location_B,227,Cloudy,29.56
1613441857,Location_C,131,Snowy,75.75
1613441857,Location_D,431,Rainy,71.08
1613441857,Location_E,334,Cloudy,59.62
1612827466,Location_A,444,Sunny,29.53
1612827466,Location_B,368,Snowy,83.92
1612827466,Location_C,357,Sunny,39.82
1612827466,Location_D,384,Foggy,90.11
1612827466,Location_E,212,Sunny,49.25
1662395655,Location_A,481,Foggy,92.12
1662395655,Location_B,87,Foggy,66.36
1662395655,Location_C,243,Foggy,67.9
1662395655,Location_D,124,Snowy,86.1
1662395655,Location_E,348,Snowy,23.44
1673112264,Location_A,18,Rainy,62.67
1673112264,Location_B,366,Cloudy,36.41
1673112264,Location_C,244,Cloudy,54.43
1673112264,Location_D,490,Snowy,44.4
1673112264,Location_E,417,Rainy,80.9
1663430674,Location_A,437,Snowy,62.89
1663430674,Location_B,360,Snowy,22.31
1663430674,Location_C,381,Sunny,21.09
1663430674,Location_D,70,Snowy,33.64
1663430674,Location_E,353,Foggy,27.97
1640507753,Location_A,477,Snowy,97.78
1640507753,Location_B,131,Snowy,58.73
1640507753,Location_C,189,Rainy,76.29
1640507753,Location_D,24,Foggy,78.4
1640507753,Location_E,193,Foggy,42.07
1611218361,Location_A,94,Foggy,24.17
1611218361,Location_B,446,Foggy,91.15
1611218361,Location_C,175,Sunny,83.18
1611218361,Location_D,467,Cloudy,67.98
1611218361,Location_E,251,Cloudy,49.69
1669623294,Location_A,79,Sunny,97.54
1669623294,Location_B,354,Sunny,80.4
1669623294,Location_C,348,Sunny,25.43
1669623294,Location_D,461,Rainy,94.33
1669623294,Location_E,69,Snowy,48.38
1666481202,Location_A,397,Rainy,78.48
1666481202,Location_B,319,Rainy,26.76
1666481202,Location_C,62,Rainy,68.53
1666481202,Location_D,161,Sunny,94.21
1666481202,Location_E,172,Rainy,58.63
1667913762,Location_A,65,Cloudy,32.02
1667913762,Location_B,343,Sunny,26.45
1667913762,Location_C,123,Cloudy,45.97
1667913762,Location_D,136,Foggy,76.16
1667913762,Location_E,91,Rainy,67.78
1617722842,Location_A,399,Snowy,97.37
1617722842,Location_B,295,Cloudy,34.18
1617722842,Location_C,30,Sunny,43.88
1617722842,Location_D,320,Rainy,75.93
1617722842,Location_E,494,Cloudy,60.26
1617703072,Location_A,370,Cloudy,77.6
1617703072,Location_B,103,Foggy,98.42
1617703072,Location_C,347,Foggy,51.58
1617703072,Location_D,258,Rainy,26.66
1617703072,Location_E,133,Snowy,89.89
1646116028,Location_A,364,Foggy,50.28
1646116028,Location_B,68,Sunny,66.34
1646116028,Location_C,32,Rainy,66.89
1646116028,Location_D,208,Sunny,92.34
1646116028,Location_E,184,Foggy,92.95
1658692611,Location_A,215,Rainy,72.66
1658692611,Location_B,279,Sunny,43.24
1658692611,Location_C,449,Cloudy,68.75
1658692611,Location_D,143,Foggy,61.03
1658692611,Location_E,202,Foggy,77.81
1666976807,Location_A,0,Rainy,67.66
1666976807,Location_B,351,Sunny,38.59
1666976807,Location_C,384,Rainy,97.91
1666976807,Location_D,459,Snowy,30.61
1666976807,Location_E,370,Sunny,65.94
1641299772,Location_A,327,Rainy,37.77
1641299772,Location_B,486,Sunny,96.82
1641299772,Location_C,311,Foggy,47.45
1641299772,Location_D,463,Snowy,83.82
1641299772,Location_E,177,Rainy,96.1
1628728428,Location_A,490,Rainy,60.71
1628728428,Location_B,79,Rainy,79.59
1628728428,Location_C,117,Cloudy,63.58
1628728428,Location_D,285,Cloudy,63.83
1628728428,Location_E,201,Foggy,91.43
1681486047,Location_A,295,Cloudy,62.51
1681486047,Location_B,21,Snowy,70.16
1681486047,Location_C,444,Sunny,96.7
1681486047,Location_D,375,Cloudy,78.33
1681486047,Location_E,423,Snowy,47.34
1683451874,Location_A,174,Cloudy,86.1
1683451874,Location_B,440,Cloudy,68.45
1683451874,Location_C,22,Cloudy,32.7
1683451874,Location_D,457,Rainy,96.78
1683451874,Location_E,112,Rainy,53.84
1647383343,Location_A,416,Snowy,72.34
1647383343,Location_B,396,Rainy,45.88
1647383343,Location_C,100,Snowy,75.2
1647383343,Location_D,426,Snowy,42.55
1647383343,Location_E,414,Sunny,77.3
1651568575,Location_A,370,Foggy,87.15
1651568575,Location_B,294,Cloudy,40.09
1651568575,Location_C,478,Rainy,51.54
1651568575,Location_D,492,Snowy,83.79
1651568575,Location_E,157,Sunny,46.89
1631437307,Location_A,197,Sunny,74.35
1631437307,Location_B,292,Rainy,78.63
1631437307,Location_C,256,Sunny,86.96
1631437307,Location_D,277,Cloudy,70.26
1631437307,Location_E,443,Cloudy,73.66
1677696161,Location_A,15,Cloudy,31.79
1677696161,Location_B,314,Rainy,84.64
1677696161,Location_C,223,Snowy,39.32
1677696161,Location_D,416,Sunny,83.35
1677696161,Location_E,104,Foggy,30.18
1688155532,Location_A,461,Foggy,28.9
1688155532,Location_B,365,Snowy,37.33
1688155532,Location_C,291,Snowy,41.23
1688155532,Location_D,191,Cloudy,88.19
1688155532,Location_E,167,Foggy,87.81
1662328130,Location_A,76,Foggy,39.49
1662328130,Location_B,36,Cloudy,82.14
1662328130,Location_C,127,Foggy,57.24
1662328130,Location_D,496,Snowy,70.63
1662328130,Location_E,213,Rainy,56.61
1689938459,Location_A,414,Sunny,70.09
1689938459,Location_B,344,Cloudy,89.5
1689938459,Location_C,279,Cloudy,42.11
1689938459,Location_D,201,Cloudy,88.38
1689938459,Location_E,266,Snowy,47.96
1660301732,Location_A,233,Rainy,33.57
1660301732,Location_B,90,Rainy,74.0
1660301732,Location_C,144,Sunny,98.33
1660301732,Location_D,163,Snowy,22.25
1660301732,Location_E,153,Cloudy,60.3
1611239686,Location_A,188,Rainy,79.9
1611239686,Location_B,438,Foggy,28.24
1611239686,Location_C,420,Foggy,67.21
1611239686,Location_D,290,Rainy,22.92
1611239686,Location_E,168,Foggy,91.55
1678055666,Location_A,316,Rainy,51.21
1678055666,Location_B,214,Cloudy,54.48
1678055666,Location_C,463,Snowy,64.31
1678055666,Location_D,203,Snowy,67.94
1678055666,Location_E,118,Foggy,74.16
1689864099,Location_A,224,Cloudy,64.24
1689864099,Location_B,236,Foggy,91.75
1689864099,Location_C,138,Foggy,28.17
1689864099,Location_D,284,Foggy,42.95
1689864099,Location_E,471,Foggy,47.25
1666635601,Location_A,105,Snowy,80.29
1666635601,Location_B,108,Rainy,70.77
1666635601,Location_C,453,Snowy,44.53
1666635601,Location_D,222,Sunny,90.89
1666635601,Location_E,307,Sunny,67.43
1619122506,Location_A,93,Foggy,28.66
1619122506,Location_B,292,Sunny,22.96
1619122506,Location_C,49,Snowy,25.85
1619122506,Location_D,166,Sunny,68.89
1619122506,Location_E,456,Foggy,65.02
1647772053,Location_A,487,Foggy,99.64
1647772053,Location_B,346,Cloudy,64.22
1647772053,Location_C,341,Foggy,47.53
1647772053,Location_D,441,Cloudy,57.92
1647772053,Location_E,46,Rainy,73.1
1660099693,Location_A,403,Rainy,33.04
1660099693,Location_B,464,Cloudy,38.33
1660099693,Location_C,55,Rainy,72.91
1660099693,Location_D,84,Cloudy,77.35
1660099693,Location_E,11,Cloudy,38.39
1687476024,Location_A,120,Sunny,53.73
1687476024,Location_B,102,Sunny,23.22
1687476024,Location_C,250,Foggy,36.08
1687476024,Location_D,68,Foggy,50.02
1687476024,Location_E,267,Snowy,53.34
1651362524,Location_A,334,Cloudy,90.25
1651362524,Location_B,131,Foggy,68.6
1651362524,Location_C,167,Foggy,55.35
1651362524,Location_D,11,Rainy,87.21
1651362524,Location_E,471,Rainy,95.88
1643916922,Location_A,175,Cloudy,31.78
1643916922,Location_B,165,Snowy,21.11
1643916922,Location_C,487,Foggy,50.49
1643916922,Location_D,458,Sunny,70.73
1643916922,Location_E,193,Foggy,93.49
1693460215,Location_A,56,Cloudy,69.44
1693460215,Location_B,449,Rainy,33.39
1693460215,Location_C,147,Sunny,67.33
1693460215,Location_D,479,Rainy,69.88
1693460215,Location_E,300,Cloudy,68.71
1658132278,Location_A,209,Cloudy,30.03
1658132278,Location_B,472,Rainy,74.34
1658132278,Location_C,151,Rainy,78.37
1658132278,Location_D,239,Foggy,42.43
1658132278,Location_E,295,Rainy,30.78
1673633666,Location_A,343,Foggy,95.21
1673633666,Location_B,199,Cloudy,27.9
1673633666,Location_C,90,Cloudy,82.29
1673633666,Location_D,178,Foggy,87.58
1673633666,Location_E,197,Snowy,36.91
1655532539,Location_A,14,Cloudy,52.94
1655532539,Location_B,75,Sunny,69.28
1655532539,Location_C,389,Rainy,22.85
1655532539,Location_D,33,Cloudy,66.71
1655532539,Location_E,213,Foggy,83.45
1669664357,Location_A,354,Sunny,28.61
1669664357,Location_B,224,Foggy,52.95
1669664357,Location_C,499,Snowy,75.3
1669664357,Location_D,8,Foggy,49.07
1669664357,Location_E,55,Sunny,23.13
1635274984,Location_A,175,Sunny,62.96
1635274984,Location_B,267,Snowy,40.52
1635274984,Location_C,50,Snowy,66.02
1635274984,Location_D,177,Rainy,83.25
1635274984,Location_E,122,Snowy,29.2
1670392836,Location_A,113,Foggy,52.29
1670392836,Location_B,371,Snowy,61.1
1670392836,Location_C,320,Sunny,43.56
1670392836,Location_D,198,Snowy,41.98
1670392836,Location_E,340,Cloudy,64.35
1636117876,Location_A,105,Snowy,61.98
1636117876,Location_B,73,Snowy,63.76
1636117876,Location_C,494,Sunny,44.36
1636117876,Location_D,426,Foggy,84.02
1636117876,Location_E,96,Snowy,79.0
1621418076,Location_A,183,Snowy,97.66
1621418076,Location_B,191,Rainy,65.6
1621418076,Location_C,365,Snowy,80.33
1621418076,Location_D,318,Rainy,94.84
1621418076,Location_E,482,Snowy,65.73
1629269216,Location_A,222,Rainy,77.41
1629269216,Location_B,450,Sunny,45.36
1629269216,Location_C,429,Rainy,81.66
1629269216,Location_D,495,Cloudy,26.41
1629269216,Location_E,385,Snowy,70.23
1657128706,Location_A,180,Rainy,39.36
1657128706,Location_B,226,Foggy,97.87
1657128706,Location_C,184,Cloudy,87.36
1657128706,Location_D,465,Cloudy,54.64
1657128706,Location_E,25,Snowy,39.95
1658187323,Location_A,381,Foggy,83.74
1658187323,Location_B,116,Snowy,42.28
1658187323,Location_C,42,Sunny,52.07
1658187323,Location_D,333,Foggy,57.47
1658187323,Location_E,44,Rainy,80.46
1648010708,Location_A,162,Rainy,50.87
1648010708,Location_B,94,Cloudy,91.35
1648010708,Location_C,346,Snowy,73.59
1648010708,Location_D,109,Cloudy,92.83
1648010708,Location_E,483,Sunny,44.25
1685308626,Location_A,237,Rainy,56.18
1685308626,Location_B,173,Foggy,45.69
1685308626,Location_C,157,Rainy,77.97
1685308626,Location_D,303,Rainy,32.5
1685308626,Location_E,375,Sunny,63.31
1636622377,Location_A,278,Sunny,29.66
1636622377,Location_B,479,Rainy,45.54
1636622377,Location_C,155,Foggy,66.95
1636622377,Location_D,239,Cloudy,26.32
1636622377,Location_E,500,Foggy,25.8
1631865342,Location_A,377,Cloudy,77.29
1631865342,Location_B,177,Snowy,54.39
1631865342,Location_C,200,Rainy,31.16
1631865342,Location_D,154,Foggy,79.84
1631865342,Location_E,411,Sunny,38.79
1640100685,Location_A,262,Snowy,94.77
1640100685,Location_B,159,Snowy,56.63
1640100685,Location_C,343,Sunny,98.44
1640100685,Location_D,148,Snowy,21.68
1640100685,Location_E,246,Rainy,40.29
1681016501,Location_A,443,Foggy,95.77
1681016501,Location_B,52,Rainy,90.62
1681016501,Location_C,346,Cloudy,72.08
1681016501,Location_D,500,Rainy,44.7
1681016501,Location_E,281,Sunny,66.73
1668265160,Location_A,87,Sunny,65.73
1668265160,Location_B,20,Cloudy,94.59
1668265160,Location_C,227,Foggy,62.52
1668265160,Location_D,6,Cloudy,70.96
1668265160,Location_E,340,Sunny,48.08
1611018188,Location_A,106,Sunny,28.63
1611018188,Location_B,205,Snowy,94.31
1611018188,Location_C,314,Snowy,33.67
1611018188,Location_D,490,Rainy,39.17
1611018188,Location_E,368,Rainy,67.02
1623904680,Location_A,15,Sunny,88.61
1623904680,Location_B,77,Snowy,32.69
1623904680,Location_C,267,Sunny,99.33
1623904680,Location_D,355,Foggy,95.09
1623904680,Location_E,113,Snowy,70.74
1622559597,Location_A,361,Cloudy,50.46
1622559597,Location_B,483,Cloudy,40.93
1622559597,Location_C,404,Cloudy,82.39
1622559597,Location_D,218,Snowy,83.88
1622559597,Location_E,319,Cloudy,86.04
1658865730,Location_A,426,Rainy,86.39
1658865730,Location_B,221,Snowy,77.21
1658865730,Location_C,188,Rainy,35.79
1658865730,Location_D,360,Rainy,50.55
1658865730,Location_E,281,Snowy,33.54
1616872196,Location_A,49,Cloudy,22.13
1616872196,Location_B,266,Foggy,38.06
1616872196,Location_C,500,Snowy,69.18
1616872196,Location_D,437,Foggy,84.8
1616872196,Location_E,138,Foggy,48.36
1677919809,Location_A,387,Rainy,84.46
1677919809,Location_B,163,Snowy,28.41
1677919809,Location_C,179,Cloudy,97.4
1677919809,Location_D,236,Foggy,86.64
1677919809,Location_E,137,Cloudy,88.71
1613038649,Location_A,474,Sunny,78.81
1613038649,Location_B,96,Sunny,70.82
1613038649,Location_C,324,Snowy,89.99
1613038649,Location_D,37,Rainy,90.89
1613038649,Location_E,3,Sunny,25.98
1670536979,Location_A,19,Sunny,77.05
1670536979,Location_B,390,Sunny,50.62
1670536979,Location_C,165,Snowy,78.61
1670536979,Location_D,457,Foggy,97.53
1670536979,Location_E,168,Cloudy,46.91
1645184366,Location_A,72,Rainy,20.24
1645184366,Location_B,286,Foggy,99.36
1645184366,Location_C,159,Snowy,31.22
1645184366,Location_D,493,Foggy,89.08
1645184366,Location_E,12,Foggy,40.99
1655977060,Location_A,6,Sunny,21.1
1655977060,Location_B,496,Cloudy,82.58
1655977060,Location_C,31,Sunny,71.06
1655977060,Location_D,429,Sunny,66.48
1655977060,Location_E,347,Cloudy,51.11
1687174521,Location_A,63,Foggy,52.99
1687174521,Location_B,8,Snowy,26.73
1687174521,Location_C,89,Snowy,35.36
1687174521,Location_D,257,Foggy,73.36
1687174521,Location_E,416,Rainy,32.23
1676443403,Location_A,220,Cloudy,24.94
1676443403,Location_B,100,Cloudy,99.03
1676443403,Location_C,349,Rainy,84.69
1676443403,Location_D,259,Rainy,40.58
1676443403,Location_E,115,Sunny,56.26
1669608662,Location_A,72,Rainy,40.53
1669608662,Location_B,356,Foggy,85.73
1669608662,Location_C,133,Snowy,52.07
1669608662,Location_D,76,Rainy,26.64
1669608662,Location_E,307,Snowy,23.34
1674599699,Location_A,84,Sunny,82.35
1674599699,Location_B,132,Sunny,26.11
1674599699,Location_C,480,Rainy,63.01
1674599699,Location_D,145,Sunny,89.86
1674599699,Location_E,26,Foggy,52.92
1619809028,Location_A,332,Foggy,32.66
1619809028,Location_B,6,Sunny,30.69
1619809028,Location_C,207,Rainy,99.29
1619809028,Location_D,396,Foggy,38.43
1619809028,Location_E,345,Foggy,36.59
1685871472,Location_A,357,Rainy,84.08
1685871472,Location_B,131,Rainy,44.59
1685871472,Location_C,255,Snowy,94.99
1685871472,Location_D,184,Cloudy,26.33
1685871472,Location_E,227,Snowy,32.68
1626607148,Location_A,419,Cloudy,76.65
1626607148,Location_B,382,Sunny,78.52
1626607148,Location_C,251,Cloudy,61.67
1626607148,Location_D,126,Foggy,68.77
1626607148,Location_E,472,Foggy,91.36
1670803781,Location_A,108,Snowy,52.25
1670803781,Location_B,367,Sunny,38.6
1670803781,Location_C,367,Cloudy,80.08
1670803781,Location_D,119,Sunny,49.7
1670803781,Location_E,311,Sunny,63.09
1634752511,Location_A,466,Sunny,22.9
1634752511,Location_B,180,Rainy,27.84
1634752511,Location_C,407,Foggy,53.09
1634752511,Location_D,129,Cloudy,54.96
1634752511,Location_E,15,Snowy,91.99
1661931675,Location_A,496,Snowy,20.47
1661931675,Location_B,311,Sunny,98.45
1661931675,Location_C,500,Foggy,92.47
1661931675,Location_D,325,Rainy,55.8
1661931675,Location_E,60,Cloudy,85.33
1654142802,Location_A,322,Cloudy,28.1
1654142802,Location_B,318,Cloudy,52.85
1654142802,Location_C,82,Sunny,80.56
1654142802,Location_D,185,Rainy,31.86
1654142802,Location_E,43,Snowy,43.9
1665874500,Location_A,238,Cloudy,35.37
1665874500,Location_B,240,Foggy,66.19
1665874500,Location_C,479,Rainy,33.27
1665874500,Location_D,236,Cloudy,57.35
1665874500,Location_E,255,Snowy,22.95
1643518966,Location_A,345,Sunny,85.95
1643518966,Location_B,88,Foggy,66.7
1643518966,Location_C,428,Snowy,75.22
1643518966,Location_D,247,Foggy,88.96
1643518966,Location_E,217,Cloudy,40.54
1627318537,Location_A,395,Rainy,67.14
1627318537,Location_B,25,Cloudy,73.75
1627318537,Location_C,270,Rainy,66.51
1627318537,Location_D,169,Snowy,80.55
1627318537,Location_E,264,Sunny,21.79
1637598461,Location_A,246,Rainy,29.86
1637598461,Location_B,238,Foggy,55.63
1637598461,Location_C,35,Rainy,38.04
1637598461,Location_D,235,Foggy,96.52
1637598461,Location_E,338,Foggy,70.26
1655675461,Location_A,387,Cloudy,97.3
1655675461,Location_B,485,Snowy,81.17
1655675461,Location_C,111,Snowy,95.83
1655675461,Location_D,53,Snowy,72.39
1655675461,Location_E,122,Rainy,60.2
1692497978,Location_A,409,Rainy,28.21
1692497978,Location_B,98,Sunny,44.45
1692497978,Location_C,271,Cloudy,82.71
1692497978,Location_D,439,Rainy,23.66
1692497978,Location_E,416,Sunny,51.1
1615959465,Location_A,423,Rainy,80.42
1615959465,Location_B,457,Sunny,28.5
1615959465,Location_C,268,Cloudy,84.5
1615959465,Location_D,116,Cloudy,64.8
1615959465,Location_E,22,Sunny,39.29
1630083109,Location_A,106,Foggy,31.6
1630083109,Location_B,258,Snowy,29.04
1630083109,Location_C,239,Cloudy,86.18
1630083109,Location_D,125,Rainy,53.16
1630083109,Location_E,445,Cloudy,94.06
1683633117,Location_A,317,Snowy,65.54
1683633117,Location_B,483,Cloudy,22.2
1683633117,Location_C,57,Rainy,36.88
1683633117,Location_D,91,Sunny,78.31
1683633117,Location_E,156,Snowy,31.33
1626037031,Location_A,163,Sunny,22.45
1626037031,Location_B,119,Rainy,66.65
1626037031,Location_C,191,Cloudy,61.95
1626037031,Location_D,237,Sunny,63.39
1626037031,Location_E,281,Cloudy,83.39
1679204543,Location_A,151,Sunny,35.31
1679204543,Location_B,208,Snowy,82.77
1679204543,Location_C,442,Sunny,75.43
1679204543,Location_D,432,Rainy,86.43
1679204543,Location_E,127,Snowy,87.31
1661269144,Location_A,362,Cloudy,96.87
1661269144,Location_B,205,Cloudy,60.76
1661269144,Location_C,203,Rainy,20.59
1661269144,Location_D,33,Snowy,42.03
1661269144,Location_E,313,Foggy,20.58
1654360927,Location_A,309,Rainy,64.58
1654360927,Location_B,157,Snowy,74.26
1654360927,Location_C,276,Sunny,58.2
1654360927,Location_D,411,Sunny,75.52
1654360927,Location_E,314,Sunny,20.45
1674115784,Location_A,77,Sunny,84.2
1674115784,Location_B,94,Snowy,67.38
1674115784,Location_C,448,Rainy,23.1
1674115784,Location_D,31,Snowy,79.47
1674115784,Location_E,327,Cloudy,99.73
1644431064,Location_A,271,Sunny,29.66
1644431064,Location_B,64,Sunny,82.97
1644431064,Location_C,479,Snowy,28.49
1644431064,Location_D,203,Rainy,76.72
1644431064,Location_E,33,Snowy,60.04
1618371256,Location_A,150,Foggy,90.79
1618371256,Location_B,145,Cloudy,94.77
1618371256,Location_C,454,Cloudy,97.23
1618371256,Location_D,377,Foggy,20.17
1618371256,Location_E,107,Sunny,96.21
1632613182,Location_A,9,Sunny,80.61
1632613182,Location_B,352,Rainy,46.64
